"","Platform","Genre","Publisher","Global_Sales","Critic_Score","Rating","Is_Fiasco"
"1255","PC","Sports","Electronic Arts",0.4,87,"E",TRUE
"1256","PS2","Sports","Sony Computer Entertainment",0.4,81,"E",FALSE
"1257","X360","Shooter","Microsoft Game Studios",0.4,77,"T",FALSE
"1258","XB","Racing","THQ",0.4,80,"E",FALSE
"1259","PC","Action","Electronic Arts",0.4,86,"E",FALSE
"1260","PC","Action","Take-Two Interactive",0.4,77,"M",FALSE
"1261","XB","Sports","Electronic Arts",0.4,76,"E",FALSE
"1262","PS3","Sports","Sega",0.4,67,"E10+",FALSE
"1263","PS2","Platform","Sony Computer Entertainment",0.4,73,"T",FALSE
"1264","PS2","Fighting","Konami Digital Entertainment",0.39,66,"M",FALSE
"1265","PS2","Action","Take-Two Interactive",0.39,36,"T",FALSE
"1266","XB","Action","Activision",0.39,77,"T",FALSE
"1267","PS2","Racing","THQ",0.39,66,"T",FALSE
"1268","X360","Fighting","THQ",0.39,71,"T",FALSE
"1269","PS3","Simulation","Namco Bandai Games",0.39,65,"T",FALSE
"1270","PC","Role-Playing","Electronic Arts",0.39,94,"M",FALSE
"1271","PS3","Action","Electronic Arts",0.39,38,"T",FALSE
"1272","XB","Shooter","Sega",0.39,72,"M",FALSE
"1273","PS3","Sports","Electronic Arts",0.39,71,"E",FALSE
"1274","X360","Sports","Electronic Arts",0.39,75,"E",FALSE
"1275","PS3","Action","Activision",0.39,77,"T",FALSE
"1276","X360","Role-Playing","Sega",0.39,63,"M",FALSE
"1277","XB","Sports","Electronic Arts",0.39,92,"E",FALSE
"1278","PS3","Action","Sega",0.39,41,"T",FALSE
"1279","PS2","Fighting","Ubisoft",0.39,62,"M",FALSE
"1280","PS3","Misc","Electronic Arts",0.39,64,"E",FALSE
"1281","PS3","Action","Sega",0.39,82,"M",FALSE
"1282","PS2","Misc","Ubisoft",0.39,79,"E",FALSE
"1283","X360","Shooter","Take-Two Interactive",0.39,80,"M",FALSE
"1284","XB","Shooter","Ubisoft",0.39,84,"T",FALSE
"1285","X360","Sports","Electronic Arts",0.39,68,"E",FALSE
"1286","X360","Shooter","THQ",0.39,71,"M",FALSE
"1287","PS3","Action","Konami Digital Entertainment",0.38,71,"M",FALSE
"1288","XB","Sports","Sega",0.38,86,"E",FALSE
"1289","PS3","Role-Playing","Activision",0.38,78,"T",FALSE
"1290","PS2","Sports","Sony Computer Entertainment",0.38,51,"E",FALSE
"1291","PS3","Sports","Electronic Arts",0.38,77,"E",FALSE
"1292","PS2","Sports","Sega",0.38,70,"E10+",FALSE
"1293","PS2","Action","Sega",0.38,74,"M",FALSE
"1294","PS3","Action","Sega",0.38,65,"M",FALSE
"1295","PS2","Misc","THQ",0.38,60,"E",FALSE
"1296","PC","Shooter","Electronic Arts",0.38,88,"M",FALSE
"1297","PS2","Action","Sega",0.38,50,"T",FALSE
"1298","PS2","Shooter","Electronic Arts",0.38,49,"T",FALSE
"1299","PC","Action","THQ",0.38,84,"M",FALSE
"1300","PS2","Racing","THQ",0.38,53,"E",FALSE
"1301","PC","Simulation","Ubisoft",0.38,82,"T",FALSE
"1302","PS3","Sports","Sega",0.38,70,"E",FALSE
"1303","PS2","Action","Activision",0.38,56,"E",FALSE
"1304","PC","Strategy","Microsoft Game Studios",0.38,81,"T",FALSE
"1305","PS2","Misc","Sony Computer Entertainment",0.38,78,"E10+",FALSE
"1306","XB","Simulation","Konami Digital Entertainment",0.38,75,"E10+",FALSE
"1307","PS3","Misc","Ubisoft",0.38,77,"E10+",FALSE
"1308","PS3","Sports","Take-Two Interactive",0.37,80,"E",FALSE
"1309","PC","Racing","Electronic Arts",0.37,86,"E10+",FALSE
"1310","X360","Misc","Electronic Arts",0.37,66,"E",FALSE
"1311","X360","Role-Playing","Microsoft Game Studios",0.37,55,"M",FALSE
"1312","PS2","Action","Activision",0.37,62,"E10+",FALSE
"1313","PS3","Fighting","Electronic Arts",0.37,77,"T",FALSE
"1314","X360","Shooter","Activision",0.37,75,"M",FALSE
"1315","PS3","Sports","Electronic Arts",0.37,74,"E",TRUE
"1316","PS3","Sports","Electronic Arts",0.37,85,"T",FALSE
"1317","PS2","Sports","Electronic Arts",0.37,59,"E",FALSE
"1318","PS2","Role-Playing","Namco Bandai Games",0.37,81,"T",FALSE
"1319","PS2","Simulation","Electronic Arts",0.37,71,"T",FALSE
"1320","XB","Sports","Electronic Arts",0.36,82,"E",FALSE
"1321","PC","Action","Electronic Arts",0.36,69,"T",FALSE
"1322","PS2","Fighting","Namco Bandai Games",0.36,48,"T",FALSE
"1323","PS2","Sports","Konami Digital Entertainment",0.36,58,"E",FALSE
"1324","PC","Strategy","Take-Two Interactive",0.36,81,"E10+",TRUE
"1325","PS3","Action","Konami Digital Entertainment",0.36,59,"M",FALSE
"1326","X360","Action","Ubisoft",0.36,68,"T",FALSE
"1327","PS2","Action","THQ",0.36,60,"E10+",FALSE
"1328","PS2","Role-Playing","Sony Computer Entertainment",0.36,70,"T",FALSE
"1329","XB","Action","Take-Two Interactive",0.36,84,"E",FALSE
"1330","XB","Simulation","Microsoft Game Studios",0.36,81,"T",FALSE
"1331","XB","Sports","Sega",0.36,91,"E",FALSE
"1332","X360","Action","Activision",0.36,76,"T",FALSE
"1333","PS2","Role-Playing","Sony Computer Entertainment",0.36,72,"T",FALSE
"1334","XB","Action","Electronic Arts",0.36,77,"E",FALSE
"1335","PS2","Role-Playing","Konami Digital Entertainment",0.35,76,"T",FALSE
"1336","X360","Sports","Electronic Arts",0.35,77,"E",FALSE
"1337","PS2","Action","Ubisoft",0.35,63,"T",FALSE
"1338","PS3","Misc","Activision",0.35,73,"T",FALSE
"1339","PS2","Racing","THQ",0.35,56,"T",FALSE
"1340","PC","Simulation","Sega",0.35,81,"E",FALSE
"1341","X360","Fighting","Electronic Arts",0.35,79,"T",FALSE
"1342","PS2","Shooter","Ubisoft",0.35,70,"M",FALSE
"1343","PS2","Misc","Konami Digital Entertainment",0.35,83,"E",FALSE
"1344","PS2","Role-Playing","Ubisoft",0.35,59,"T",FALSE
"1345","PS3","Shooter","Activision",0.35,60,"T",FALSE
"1346","X360","Action","Electronic Arts",0.34,69,"M",FALSE
"1347","PS3","Action","Activision",0.34,57,"T",FALSE
"1348","X360","Fighting","THQ",0.34,75,"T",FALSE
"1349","X360","Fighting","Namco Bandai Games",0.34,83,"T",FALSE
"1350","PS2","Racing","Sony Computer Entertainment",0.34,72,"T",FALSE
"1351","PS3","Sports","Ubisoft",0.34,45,"E",FALSE
"1352","PC","Strategy","THQ",0.34,80,"M",TRUE
"1353","XB","Simulation","Electronic Arts",0.34,70,"T",FALSE
"1354","PS3","Misc","Electronic Arts",0.34,54,"E",FALSE
"1355","X360","Action","Microsoft Game Studios",0.34,56,"M",FALSE
"1356","PS3","Action","THQ",0.34,69,"M",FALSE
"1357","XB","Sports","Electronic Arts",0.34,75,"E",FALSE
"1358","X360","Action","Microsoft Game Studios",0.34,79,"T",FALSE
"1359","PS3","Shooter","Sony Computer Entertainment",0.34,60,"T",FALSE
"1360","PS2","Action","Namco Bandai Games",0.34,52,"T",FALSE
"1361","PS3","Misc","Sony Computer Entertainment",0.33,75,"T",FALSE
"1362","XB","Shooter","Ubisoft",0.33,66,"T",FALSE
"1363","PS3","Sports","Electronic Arts",0.33,88,"E10+",FALSE
"1364","PS3","Sports","Electronic Arts",0.33,75,"E",FALSE
"1365","X360","Action","Electronic Arts",0.33,44,"T",FALSE
"1366","PS2","Platform","Sony Computer Entertainment",0.33,91,"E",FALSE
"1367","X360","Action","Microsoft Game Studios",0.33,68,"M",FALSE
"1368","PS2","Sports","Activision",0.33,77,"E",FALSE
"1369","X360","Sports","Sega",0.33,70,"E",FALSE
"1370","PS2","Sports","Sony Computer Entertainment",0.33,79,"E",FALSE
"1371","XB","Fighting","Electronic Arts",0.33,83,"T",FALSE
"1372","X360","Action","Ubisoft",0.33,78,"T",FALSE
"1373","PS3","Sports","Activision",0.33,60,"T",FALSE
"1374","X360","Role-Playing","Sega",0.33,74,"T",FALSE
"1375","PC","Action","Electronic Arts",0.33,55,"M",FALSE
"1376","PS3","Action","Electronic Arts",0.33,66,"E10+",FALSE
"1377","PS3","Action","Sega",0.33,72,"M",FALSE
"1378","XB","Sports","Take-Two Interactive",0.33,71,"E",FALSE
"1379","X360","Action","Sega",0.33,45,"M",FALSE
"1380","PS3","Misc","Konami Digital Entertainment",0.32,75,"T",FALSE
"1381","PS3","Action","Sega",0.32,44,"M",FALSE
"1382","PC","Shooter","Electronic Arts",0.32,87,"M",FALSE
"1383","PS2","Racing","Sony Computer Entertainment",0.32,77,"T",FALSE
"1384","X360","Misc","Ubisoft",0.32,66,"T",FALSE
"1385","XB","Sports","Electronic Arts",0.32,89,"E",FALSE
"1386","X360","Action","Konami Digital Entertainment",0.32,68,"M",FALSE
"1387","X360","Simulation","Konami Digital Entertainment",0.32,74,"E10+",FALSE
"1388","PS2","Shooter","Ubisoft",0.32,74,"M",FALSE
"1389","X360","Sports","Activision",0.32,75,"T",FALSE
"1390","X360","Puzzle","Namco Bandai Games",0.32,73,"E",FALSE
"1391","PS3","Action","Electronic Arts",0.32,43,"T",FALSE
"1392","PS2","Simulation","Sony Computer Entertainment",0.32,79,"E",FALSE
"1393","PC","Role-Playing","Activision",0.32,88,"T",FALSE
"1394","PS3","Sports","Electronic Arts",0.32,63,"E",FALSE
"1395","PS2","Platform","Konami Digital Entertainment",0.32,59,"E",FALSE
"1396","PS3","Action","Konami Digital Entertainment",0.32,70,"M",TRUE
"1397","PS2","Misc","Konami Digital Entertainment",0.32,82,"E",FALSE
"1398","PS2","Fighting","Ubisoft",0.32,68,"T",FALSE
"1399","PS2","Sports","Activision",0.32,78,"E",FALSE
"1400","X360","Shooter","Take-Two Interactive",0.32,79,"M",FALSE
"1401","PS3","Role-Playing","Sony Computer Entertainment",0.32,75,"T",FALSE
"1402","PS3","Shooter","Take-Two Interactive",0.32,79,"M",FALSE
"1403","XB","Sports","Sega",0.32,87,"E",FALSE
"1404","XB","Sports","Microsoft Game Studios",0.32,74,"E",FALSE
"1405","X360","Sports","Electronic Arts",0.32,63,"E",FALSE
"1406","PC","Role-Playing","Microsoft Game Studios",0.32,75,"M",TRUE
"1407","PS2","Adventure","Sony Computer Entertainment",0.32,52,"E",FALSE
"1408","PS2","Misc","Activision",0.32,87,"T",TRUE
"1409","XB","Adventure","Microsoft Game Studios",0.32,80,"T",FALSE
"1410","PS3","Sports","Sony Computer Entertainment",0.31,77,"E",FALSE
"1411","X360","Action","Electronic Arts",0.31,64,"E10+",FALSE
"1412","XB","Sports","Microsoft Game Studios",0.31,72,"E",FALSE
"1413","PS2","Sports","Electronic Arts",0.31,59,"E",FALSE
"1414","PC","Strategy","Ubisoft",0.31,79,"E10+",TRUE
"1415","XB","Shooter","Ubisoft",0.31,85,"M",FALSE
"1416","XB","Shooter","Activision",0.31,81,"T",FALSE
"1417","PS3","Action","Namco Bandai Games",0.31,41,"T",TRUE
"1418","X360","Sports","Electronic Arts",0.31,71,"E",FALSE
"1419","X360","Sports","Konami Digital Entertainment",0.31,82,"E",FALSE
"1420","PS2","Sports","Sony Computer Entertainment",0.31,52,"E",FALSE
"1421","PS2","Action","Activision",0.31,49,"M",FALSE
"1422","PS3","Fighting","Namco Bandai Games",0.31,54,"T",FALSE
"1423","PS2","Action","Sony Computer Entertainment",0.31,59,"E",FALSE
"1424","PS2","Role-Playing","Activision",0.31,54,"T",FALSE
"1425","XB","Racing","Microsoft Game Studios",0.3,76,"E",FALSE
"1426","PS3","Action","Activision",0.3,66,"E10+",TRUE
"1427","X360","Racing","Activision",0.3,62,"E",TRUE
"1428","PC","Role-Playing","Electronic Arts",0.3,81,"M",FALSE
"1429","PS2","Adventure","Sony Computer Entertainment",0.3,61,"E10+",FALSE
"1430","PS2","Adventure","Sony Computer Entertainment",0.3,62,"M",FALSE
"1431","X360","Fighting","Ubisoft",0.3,61,"E10+",FALSE
"1432","PS2","Platform","Ubisoft",0.3,90,"E",FALSE
"1433","PS2","Fighting","THQ",0.3,73,"M",FALSE
"1434","PS2","Role-Playing","Ubisoft",0.3,62,"T",FALSE
"1435","X360","Simulation","Konami Digital Entertainment",0.3,65,"E",FALSE
"1436","PS2","Strategy","THQ",0.3,74,"M",FALSE
"1437","PS2","Simulation","Electronic Arts",0.3,68,"T",FALSE
"1438","XB","Action","Konami Digital Entertainment",0.3,56,"E",FALSE
"1439","PS3","Action","Sony Computer Entertainment",0.29,70,"E10+",FALSE
"1440","X360","Action","Electronic Arts",0.29,68,"E10+",FALSE
"1441","PS2","Role-Playing","Ubisoft",0.29,71,"T",FALSE
"1442","X360","Action","Activision",0.29,60,"E10+",FALSE
"1443","X360","Misc","Activision",0.29,57,"T",FALSE
"1444","PC","Simulation","Electronic Arts",0.29,90,"T",FALSE
"1445","X360","Misc","Konami Digital Entertainment",0.29,74,"T",FALSE
"1446","X360","Action","THQ",0.29,61,"E10+",FALSE
"1447","X360","Sports","Electronic Arts",0.29,64,"E",FALSE
"1448","PC","Racing","Electronic Arts",0.29,82,"T",FALSE
"1449","PS2","Racing","Take-Two Interactive",0.29,58,"E",FALSE
"1450","PC","Shooter","Take-Two Interactive",0.29,75,"M",FALSE
"1451","XB","Sports","Electronic Arts",0.29,76,"E",FALSE
"1452","PS3","Action","Sony Computer Entertainment",0.29,77,"T",FALSE
"1453","XB","Role-Playing","Ubisoft",0.29,65,"T",FALSE
"1454","PS2","Role-Playing","Sega",0.29,81,"T",FALSE
"1455","PS3","Shooter","Ubisoft",0.29,45,"M",FALSE
"1456","PS3","Strategy","Activision",0.29,49,"E",FALSE
"1457","PC","Simulation","Electronic Arts",0.29,84,"E",FALSE
"1458","PS2","Platform","Ubisoft",0.29,76,"E",FALSE
"1459","X360","Racing","Electronic Arts",0.29,59,"E",FALSE
"1460","XB","Sports","Microsoft Game Studios",0.29,80,"E",FALSE
"1461","PS3","Adventure","Namco Bandai Games",0.29,72,"T",FALSE
"1462","PS2","Racing","Ubisoft",0.28,48,"E",FALSE
"1463","PC","Sports","Electronic Arts",0.28,82,"E",TRUE
"1464","XB","Action","Take-Two Interactive",0.28,85,"M",FALSE
"1465","XB","Sports","Activision",0.28,58,"T",FALSE
"1466","PS2","Racing","Namco Bandai Games",0.28,66,"T",FALSE
"1467","PS3","Action","Sega",0.28,40,"E10+",FALSE
"1468","PS3","Misc","Sega",0.28,73,"T",FALSE
"1469","XB","Fighting","Electronic Arts",0.28,58,"T",FALSE
"1470","X360","Role-Playing","Microsoft Game Studios",0.28,61,"T",FALSE
"1471","X360","Action","Konami Digital Entertainment",0.28,59,"M",FALSE
"1472","X360","Simulation","Sega",0.28,71,"T",FALSE
"1473","PS2","Action","Electronic Arts",0.28,56,"E",FALSE
"1474","XB","Fighting","Microsoft Game Studios",0.28,68,"T",FALSE
"1475","X360","Action","Activision",0.28,59,"T",FALSE
"1476","PS2","Shooter","Sony Computer Entertainment",0.28,70,"T",FALSE
"1477","PS3","Shooter","Namco Bandai Games",0.28,60,"M",FALSE
"1478","PS3","Sports","Activision",0.28,56,"E",FALSE
"1479","XB","Sports","Electronic Arts",0.28,80,"E",FALSE
"1480","XB","Action","Konami Digital Entertainment",0.28,84,"M",FALSE
"1481","PS2","Sports","THQ",0.28,57,"E",FALSE
"1482","X360","Misc","Electronic Arts",0.28,66,"E",FALSE
"1483","PS3","Misc","Electronic Arts",0.28,66,"E",FALSE
"1484","PS3","Action","Sony Computer Entertainment",0.28,61,"E10+",FALSE
"1485","X360","Fighting","Sega",0.28,89,"T",FALSE
"1486","PS2","Action","Activision",0.28,55,"T",FALSE
"1487","X360","Strategy","Activision",0.28,59,"E",FALSE
"1488","PS3","Action","Namco Bandai Games",0.28,71,"T",FALSE
"1489","XB","Action","Activision",0.28,60,"M",FALSE
"1490","PS2","Adventure","Ubisoft",0.28,57,"E",FALSE
"1491","PS3","Shooter","Electronic Arts",0.28,58,"M",FALSE
"1492","XB","Fighting","Microsoft Game Studios",0.27,65,"M",FALSE
"1493","PS3","Misc","Activision",0.27,59,"T",FALSE
"1494","PS3","Action","Sony Computer Entertainment",0.27,78,"M",FALSE
"1495","X360","Misc","Konami Digital Entertainment",0.27,38,"T",FALSE
"1496","PS2","Sports","Sony Computer Entertainment",0.27,61,"E",FALSE
"1497","X360","Action","Sega",0.27,41,"T",FALSE
"1498","PS2","Action","Ubisoft",0.27,65,"T",FALSE
"1499","XB","Racing","Microsoft Game Studios",0.27,87,"E",FALSE
"1500","X360","Sports","Electronic Arts",0.27,79,"E10+",TRUE
"1501","XB","Racing","Electronic Arts",0.27,79,"E",FALSE
"1502","PS2","Shooter","THQ",0.27,70,"M",FALSE
"1503","X360","Shooter","Sega",0.27,76,"M",FALSE
"1504","XB","Sports","Electronic Arts",0.27,89,"E",FALSE
"1505","PS3","Racing","Activision",0.27,62,"E",TRUE
"1506","PS2","Action","Electronic Arts",0.27,61,"E10+",FALSE
"1507","PS2","Racing","THQ",0.27,71,"T",FALSE
"1508","X360","Shooter","Activision",0.27,75,"M",FALSE
"1509","XB","Action","Activision",0.27,62,"T",FALSE
"1510","PS2","Racing","Namco Bandai Games",0.27,77,"E",FALSE
"1511","PS3","Action","Electronic Arts",0.27,77,"M",FALSE
"1512","PC","Strategy","Ubisoft",0.27,76,"T",FALSE
"1513","X360","Sports","Take-Two Interactive",0.27,79,"E",FALSE
"1514","PS2","Simulation","Konami Digital Entertainment",0.27,75,"T",FALSE
"1515","XB","Sports","Electronic Arts",0.27,78,"T",FALSE
"1516","PS2","Fighting","Namco Bandai Games",0.27,52,"T",FALSE
"1517","X360","Strategy","Ubisoft",0.27,78,"T",FALSE
"1518","X360","Sports","Ubisoft",0.27,41,"E",FALSE
"1519","PS3","Sports","Sony Computer Entertainment",0.27,63,"E",FALSE
"1520","X360","Shooter","Ubisoft",0.27,47,"M",FALSE
"1521","XB","Sports","Sega",0.27,87,"E",FALSE
"1522","PS3","Action","Activision",0.26,40,"M",FALSE
"1523","X360","Sports","Take-Two Interactive",0.26,75,"E10+",FALSE
"1524","PS2","Action","Take-Two Interactive",0.26,53,"M",FALSE
"1525","X360","Action","Sega",0.26,55,"T",FALSE
"1526","XB","Shooter","Sega",0.26,90,"T",FALSE
"1527","X360","Action","Electronic Arts",0.26,51,"T",FALSE
"1528","PS3","Action","Sega",0.26,55,"T",FALSE
"1529","PS2","Racing","Take-Two Interactive",0.26,50,"E",FALSE
"1530","PS3","Action","Ubisoft",0.26,59,"E10+",FALSE
"1531","X360","Action","Activision",0.26,63,"E",TRUE
"1532","PS2","Sports","Konami Digital Entertainment",0.26,44,"T",FALSE
"1533","PS3","Action","Activision",0.26,67,"T",FALSE
"1534","XB","Adventure","Electronic Arts",0.26,88,"T",FALSE
"1535","PS2","Adventure","Sony Computer Entertainment",0.26,78,"M",FALSE
"1536","X360","Sports","Activision",0.26,53,"E",FALSE
"1537","PS3","Action","Sony Computer Entertainment",0.26,74,"T",FALSE
"1538","X360","Shooter","Electronic Arts",0.26,54,"M",FALSE
"1539","PS3","Action","Ubisoft",0.26,78,"M",FALSE
"1540","X360","Action","Ubisoft",0.26,80,"T",FALSE
"1541","PS2","Racing","Activision",0.26,77,"E",FALSE
"1542","PS2","Sports","Sony Computer Entertainment",0.26,58,"E",FALSE
"1543","PS2","Racing","Sony Computer Entertainment",0.26,73,"E",FALSE
"1544","PC","Role-Playing","Take-Two Interactive",0.25,94,"M",FALSE
"1545","PS2","Action","THQ",0.25,56,"E10+",FALSE
"1546","PS2","Sports","Take-Two Interactive",0.25,46,"E",FALSE
"1547","X360","Racing","Electronic Arts",0.25,69,"E",FALSE
"1548","PS3","Racing","Electronic Arts",0.25,65,"E",FALSE
"1549","PC","Simulation","Ubisoft",0.25,62,"T",TRUE
"1550","XB","Sports","Microsoft Game Studios",0.25,80,"E",FALSE
"1551","PS3","Action","Electronic Arts",0.25,86,"E10+",FALSE
"1552","PS3","Racing","THQ",0.25,71,"T",FALSE
"1553","X360","Action","Electronic Arts",0.25,85,"E10+",FALSE
"1554","PS2","Racing","Sony Computer Entertainment",0.25,83,"E",FALSE
"1555","XB","Sports","Electronic Arts",0.25,79,"E10+",FALSE
"1556","PC","Strategy","Ubisoft",0.25,72,"E10+",FALSE
"1557","XB","Shooter","Ubisoft",0.25,74,"M",FALSE
"1558","PS3","Action","THQ",0.25,65,"E10+",FALSE
"1559","X360","Racing","THQ",0.25,78,"E",FALSE
"1560","X360","Racing","THQ",0.25,65,"E",FALSE
"1561","PS3","Misc","Sega",0.25,78,"T",FALSE
"1562","PC","Racing","Electronic Arts",0.25,76,"E10+",TRUE
"1563","XB","Simulation","Electronic Arts",0.25,75,"T",FALSE
"1564","PS3","Shooter","Take-Two Interactive",0.25,69,"M",FALSE
"1565","PS2","Sports","Sega",0.25,87,"E",FALSE
"1566","X360","Action","THQ",0.25,70,"M",FALSE
"1567","X360","Sports","Take-Two Interactive",0.25,56,"T",FALSE
"1568","X360","Action","Activision",0.25,57,"T",FALSE
"1569","PC","Adventure","Take-Two Interactive",0.25,83,"M",FALSE
"1570","XB","Shooter","Ubisoft",0.25,70,"T",FALSE
"1571","PS2","Adventure","Ubisoft",0.25,51,"T",FALSE
"1572","PS3","Misc","Sony Computer Entertainment",0.25,56,"E",FALSE
"1573","X360","Action","Activision",0.25,39,"M",FALSE
"1574","PC","Strategy","Take-Two Interactive",0.25,88,"E10+",FALSE
"1575","PS2","Role-Playing","Namco Bandai Games",0.24,43,"E10+",FALSE
"1576","X360","Shooter","Ubisoft",0.24,78,"M",FALSE
"1577","PS2","Misc","THQ",0.24,63,"E",FALSE
"1578","PS2","Shooter","Electronic Arts",0.24,84,"M",FALSE
"1579","PC","Shooter","THQ",0.24,70,"M",FALSE
"1580","PS2","Misc","Sega",0.24,78,"E",FALSE
"1581","XB","Shooter","Namco Bandai Games",0.24,75,"T",FALSE
"1582","PC","Shooter","Take-Two Interactive",0.24,88,"M",FALSE
"1583","PC","Strategy","Sega",0.24,80,"T",FALSE
"1584","XB","Action","Microsoft Game Studios",0.24,52,"T",FALSE
"1585","PS2","Sports","Sega",0.24,83,"E",FALSE
"1586","X360","Action","Activision",0.24,60,"E",FALSE
"1587","PC","Shooter","THQ",0.24,81,"M",FALSE
"1588","X360","Action","Ubisoft",0.24,63,"E10+",FALSE
"1589","X360","Misc","Sega",0.24,53,"T",FALSE
"1590","PS2","Misc","Sony Computer Entertainment",0.24,46,"E",FALSE
"1591","PS3","Action","Activision",0.24,50,"T",FALSE
"1592","PS3","Action","Electronic Arts",0.24,67,"E10+",FALSE
"1593","XB","Sports","Electronic Arts",0.24,77,"E",FALSE
"1594","X360","Action","Electronic Arts",0.24,42,"T",FALSE
"1595","X360","Action","Activision",0.24,47,"T",FALSE
"1596","X360","Action","Konami Digital Entertainment",0.24,80,"E",TRUE
"1597","PS3","Sports","Ubisoft",0.24,46,"E",FALSE
"1598","PS2","Racing","Electronic Arts",0.24,56,"E",FALSE
"1599","PS3","Simulation","Konami Digital Entertainment",0.23,73,"T",FALSE
"1600","PS3","Action","Activision",0.23,63,"E",FALSE
"1601","PS2","Misc","Konami Digital Entertainment",0.23,76,"E",FALSE
"1602","XB","Racing","Electronic Arts",0.23,85,"E",FALSE
"1603","XB","Action","Electronic Arts",0.23,79,"T",FALSE
"1604","XB","Action","Electronic Arts",0.23,68,"E10+",FALSE
"1605","X360","Misc","Microsoft Game Studios",0.23,56,"E",FALSE
"1606","XB","Sports","Sega",0.23,85,"E",FALSE
"1607","PS3","Shooter","Sega",0.23,72,"M",FALSE
"1608","X360","Sports","Sega",0.23,70,"E",FALSE
"1609","PS2","Sports","Sega",0.23,90,"E",FALSE
"1610","PC","Strategy","Take-Two Interactive",0.23,88,"T",FALSE
"1611","PS3","Action","Activision",0.23,58,"E10+",FALSE
"1612","X360","Action","Take-Two Interactive",0.23,81,"E",FALSE
"1613","PS3","Racing","Electronic Arts",0.23,57,"E",FALSE
"1614","XB","Action","Take-Two Interactive",0.23,66,"M",FALSE
"1615","PS3","Sports","Electronic Arts",0.23,73,"E",TRUE
"1616","PS2","Sports","Sony Computer Entertainment",0.23,70,"T",FALSE
"1617","PS3","Misc","Sony Computer Entertainment",0.23,66,"E",FALSE
"1618","PC","Shooter","Ubisoft",0.23,79,"M",FALSE
"1619","PS2","Action","Sony Computer Entertainment",0.23,74,"M",FALSE
"1620","XB","Shooter","Electronic Arts",0.23,82,"T",FALSE
"1621","XB","Shooter","Activision",0.23,61,"M",FALSE
"1622","PS2","Adventure","THQ",0.23,39,"E",FALSE
"1623","PC","Shooter","Take-Two Interactive",0.23,76,"M",FALSE
"1624","PS2","Sports","Sony Computer Entertainment",0.23,62,"E",FALSE
"1625","PS2","Action","Sega",0.22,74,"M",FALSE
"1626","PS3","Action","Activision",0.22,58,"T",FALSE
"1627","PS2","Fighting","Namco Bandai Games",0.22,61,"T",FALSE
"1628","PC","Simulation","Electronic Arts",0.22,72,"T",FALSE
"1629","PS3","Shooter","Ubisoft",0.22,81,"E10+",FALSE
"1630","PS2","Misc","Activision",0.22,69,"T",FALSE
"1631","X360","Sports","Electronic Arts",0.22,70,"E",FALSE
"1632","PS2","Sports","Electronic Arts",0.22,61,"E",FALSE
"1633","X360","Fighting","Namco Bandai Games",0.22,62,"T",FALSE
"1634","X360","Shooter","Sega",0.22,70,"T",FALSE
"1635","X360","Simulation","Ubisoft",0.21,49,"T",FALSE
"1636","PS2","Racing","Ubisoft",0.21,52,"E",FALSE
"1637","X360","Simulation","Namco Bandai Games",0.21,68,"T",FALSE
"1638","X360","Sports","Take-Two Interactive",0.21,82,"E",FALSE
"1639","PS2","Role-Playing","Ubisoft",0.21,76,"T",FALSE
"1640","PS2","Strategy","Ubisoft",0.21,47,"T",FALSE
"1641","X360","Shooter","Take-Two Interactive",0.21,68,"M",FALSE
"1642","XB","Sports","Take-Two Interactive",0.21,83,"E10+",FALSE
"1643","XB","Action","Activision",0.21,70,"M",FALSE
"1644","PS2","Misc","Take-Two Interactive",0.21,60,"T",FALSE
"1645","PS2","Shooter","Konami Digital Entertainment",0.21,65,"M",FALSE
"1646","X360","Sports","Take-Two Interactive",0.21,76,"E10+",FALSE
"1647","PS2","Shooter","Electronic Arts",0.21,84,"M",FALSE
"1648","PS2","Platform","Namco Bandai Games",0.21,63,"E",FALSE
"1649","X360","Shooter","THQ",0.21,71,"M",FALSE
"1650","XB","Shooter","Ubisoft",0.21,75,"M",FALSE
"1651","PC","Action","Ubisoft",0.21,74,"M",FALSE
"1652","PS2","Role-Playing","THQ",0.21,76,"T",FALSE
"1653","PS2","Adventure","Konami Digital Entertainment",0.21,78,"T",FALSE
"1654","PS3","Racing","THQ",0.21,61,"E",FALSE
"1655","PS3","Action","Electronic Arts",0.21,43,"T",FALSE
"1656","X360","Misc","Ubisoft",0.21,67,"E",FALSE
"1657","PS2","Racing","Electronic Arts",0.21,85,"E",FALSE
"1658","PS2","Action","Activision",0.21,69,"E10+",TRUE
"1659","X360","Action","Microsoft Game Studios",0.21,38,"M",FALSE
"1660","XB","Action","Electronic Arts",0.21,65,"T",FALSE
"1661","XB","Action","Sega",0.21,88,"T",FALSE
"1662","PS3","Platform","THQ",0.21,74,"E10+",FALSE
"1663","PS2","Sports","Konami Digital Entertainment",0.21,64,"T",FALSE
"1664","X360","Sports","Electronic Arts",0.21,67,"E",FALSE
"1665","PS2","Action","THQ",0.21,68,"M",FALSE
"1666","XB","Sports","Electronic Arts",0.21,80,"E",FALSE
"1667","PS2","Sports","Sega",0.21,89,"E",FALSE
"1668","X360","Misc","THQ",0.21,82,"T",FALSE
"1669","X360","Shooter","Namco Bandai Games",0.21,61,"M",FALSE
